Date,Open,High,Low,Close,Adj Close,Volume
2022-01-21,1528.810059,1531.250000,1520.800049,1527.060059,1527.060059,132758900
2022-01-24,1521.719971,1525.819946,1518.819946,1521.859985,1521.859985,120098100
2022-01-25,1517.089966,1517.089966,1503.339966,1508.910034,1508.910034,158204700
2022-01-26,1508.780029,1520.150024,1508.780029,1515.760010,1515.760010,140010100
2022-01-27,1516.479980,1518.609985,1510.640015,1515.989990,1515.989990,120210600
2022-01-28,1518.250000,1522.949951,1517.959961,1520.020020,1520.020020,103982800
2022-01-31,1519.719971,1523.630005,1512.270020,1512.270020,1512.270020,101180600
2022-02-03,1515.920044,1526.619995,1515.250000,1525.729980,1525.729980,129274700
2022-02-04,1526.300049,1526.800049,1518.819946,1522.760010,1522.760010,94910600
2022-02-07,1525.229980,1535.119995,1525.229980,1530.650024,1530.650024,197023100
2022-02-08,1533.329956,1534.729980,1529.099976,1530.089966,1530.089966,151107200
2022-02-09,1531.189941,1551.510010,1531.189941,1551.510010,1551.510010,221080100
2022-02-10,1550.420044,1570.099976,1550.420044,1570.099976,1570.099976,201197900
2022-02-11,1564.300049,1578.890015,1562.910034,1578.890015,1578.890015,159819400
2022-02-14,1576.989990,1585.079956,1575.099976,1583.839966,1583.839966,168289300
2022-02-15,1585.959961,1599.609985,1585.540039,1599.609985,1599.609985,221071000
2022-02-16,1606.650024,1613.709961,1597.349976,1603.199951,1603.199951,179739900
2022-02-17,1609.920044,1614.819946,1601.939941,1605.020020,1605.020020,201735200
2022-02-18,1601.739990,1607.420044,1599.800049,1603.050049,1603.050049,178641400
2022-02-21,1601.660034,1603.380005,1578.609985,1582.689941,1582.689941,189244500
2022-02-22,1579.939941,1581.050049,1567.189941,1576.959961,1576.959961,189714900
2022-02-23,1582.260010,1592.339966,1579.939941,1586.140015,1586.140015,166551000
2022-02-24,1585.560059,1586.069946,1565.239990,1573.890015,1573.890015,241575600
2022-02-25,1579.069946,1600.489990,1579.069946,1591.719971,1591.719971,213621200
2022-02-28,1595.739990,1613.489990,1595.739990,1608.280029,1608.280029,382513300
2022-03-01,1608.560059,1620.439941,1593.569946,1596.439941,1596.439941,268878900
2022-03-02,1601.130005,1606.380005,1592.619995,1598.099976,1598.099976,284332800
2022-03-03,1608.689941,1618.540039,1600.180054,1618.540039,1618.540039,255937300
2022-03-04,1616.000000,1616.280029,1598.170044,1603.939941,1603.939941,237853300
2022-03-07,1606.270020,1606.560059,1565.569946,1572.560059,1572.560059,280535900
2022-03-08,1566.449951,1566.839966,1540.900024,1546.869995,1546.869995,311082900
2022-03-09,1550.319946,1568.000000,1543.910034,1562.329956,1562.329956,321135900
2022-03-10,1570.709961,1581.270020,1567.770020,1580.530029,1580.530029,324240800
2022-03-11,1575.140015,1575.140015,1560.630005,1568.219971,1568.219971,178057100
2022-03-14,1570.699951,1572.599976,1556.099976,1567.439941,1567.439941,204245200
2022-03-15,1564.900024,1566.739990,1554.170044,1557.410034,1557.410034,243167000
2022-03-16,1554.260010,1571.319946,1554.260010,1571.319946,1571.319946,228365200
2022-03-17,1577.560059,1592.900024,1577.560059,1590.880005,1590.880005,348316600
2022-03-18,1593.680054,1594.760010,1583.250000,1591.260010,1591.260010,643455100
2022-03-21,1588.069946,1589.489990,1579.310059,1587.160034,1587.160034,160876100
2022-03-22,1585.530029,1591.670044,1583.969971,1585.810059,1585.810059,168581900
2022-03-23,1588.780029,1601.829956,1588.780029,1597.880005,1597.880005,163151000
2022-03-24,1595.849976,1601.160034,1593.530029,1598.969971,1598.969971,139118600
2022-03-25,1596.630005,1603.689941,1596.630005,1603.300049,1603.300049,151106400
2022-03-28,1606.140015,1606.140015,1595.369995,1597.949951,1597.949951,136648600
2022-03-29,1597.930054,1598.209961,1579.270020,1583.420044,1583.420044,165623300
2022-03-30,1585.550049,1591.400024,1580.880005,1583.219971,1583.219971,151449700
2022-03-31,1585.170044,1589.060059,1575.540039,1587.359985,1587.359985,220511000
2022-04-01,1588.290039,1602.410034,1582.089966,1602.410034,1602.410034,165218100
2022-04-04,1602.030029,1602.319946,1594.770020,1598.920044,1598.920044,111270500
2022-04-05,1601.660034,1601.680054,1594.410034,1596.790039,1596.790039,133372500
2022-04-06,1596.119995,1605.500000,1595.189941,1604.719971,1604.719971,144055900
2022-04-07,1605.510010,1606.130005,1597.949951,1600.790039,1600.790039,183691800
2022-04-08,1603.729980,1608.109985,1599.199951,1607.290039,1607.290039,121401200
2022-04-11,1607.949951,1613.459961,1603.219971,1604.609985,1604.609985,130839000
2022-04-12,1603.869995,1603.979980,1597.130005,1597.130005,1597.130005,171551400
2022-04-13,1599.619995,1605.109985,1596.130005,1597.180054,1597.180054,170038600
2022-04-14,1601.099976,1602.380005,1595.699951,1595.699951,1595.699951,155439300
2022-04-15,1596.579956,1596.619995,1589.010010,1589.010010,1589.010010,88773900
2022-04-18,1591.640015,1591.640015,1581.140015,1581.140015,1581.140015,100095100
2022-04-20,1585.819946,1597.069946,1584.869995,1593.750000,1593.750000,217355100
2022-04-21,1598.390015,1599.910034,1594.130005,1598.319946,1598.319946,157702500
2022-04-22,1598.069946,1603.319946,1594.719971,1601.969971,1601.969971,146615600
2022-04-25,1599.380005,1599.380005,1589.979980,1589.979980,1589.979980,178307100
2022-04-26,1599.719971,1602.689941,1592.469971,1596.680054,1596.680054,161400900
2022-04-27,1591.650024,1593.339966,1585.170044,1585.979980,1585.979980,139713500
2022-04-28,1593.619995,1600.599976,1590.170044,1597.310059,1597.310059,185350000
2022-04-29,1602.020020,1605.020020,1595.780029,1600.430054,1600.430054,154247500
2022-05-05,1614.339966,1615.170044,1576.839966,1582.979980,1582.979980,226169700
2022-05-06,1574.150024,1578.540039,1563.930054,1564.339966,1564.339966,240641800
2022-05-09,1563.800049,1563.800049,1546.640015,1549.180054,1549.180054,165661500
2022-05-10,1551.550049,1559.040039,1548.729980,1554.579956,1554.579956,204417900
2022-05-11,1555.479980,1559.459961,1552.939941,1555.930054,1555.930054,163931700
